ID,Diagnostic Code,Diagnosis Description
691,03849,Gram-Neg Septicemia Nec
692,0388,Septicemia Nec
693,0389,Septicemia Nos
694,039,Actinomycotic Infections
695,0390,Cutaneous Actinomycosis
696,0391,Pulmonary Actinomycosis
697,0392,Abdominal Actinomycosis
698,0393,Cervicofac Actinomycosis
699,0394,Madura Foot
700,0398,Actinomycosis Nec
701,0399,Actinomycosis Nos
702,040,Other Bacterial Diseases
703,0400,Gas Gangrene
704,0401,Rhinoscleroma
705,0402,Whipple'S Disease
706,0403,Necrobacillosis
707,0408,Bacterial Diseases Nec
708,04081,Tropical Pyomyositis
709,04089,Bacterial Diseases Nec
710,041,Bact Inf In Oth Dis/Nos
711,0410,Streptococcus Infect Nos
712,04100,Streptococcus Unspecf
713,04101,Streptococcus Group A
714,04102,Streptococcus Group B
715,04103,Streptococcus Group C
716,04104,Enterococcus Group D
717,04105,Streptococcus Group G
718,04109,Other Streptococcus
719,0411,Staph Infection Nos
720,04110,Staphylococcus Unspcfied
721,04111,Staphylococcus Aureus
722,04119,Other Staphylococcus
723,0412,Pneumococcus Infect Nos
724,0413,Klebsiella Infect Nos
725,0414,E. Coli Infect Nos
726,0415,H. Influenzae Infect Nos
727,0416,Proteus Infection Nos
728,0417,Pseudomonas Infect Nos
729,0418,Bacterial Infection Nec
730,04181,Mycoplasma
731,04182,Bacillus Fragilis
732,04183,Clostridium Perfringens
733,04184,Other Anaerobes
734,04185,Oth Gram Negatv Bacteria
735,04186,Helicobacter Pylori
736,04189,Oth Specf Bacteria
737,0419,Bacterial Infection Nos
738,042,Human Immuno Virus Dis
739,045,Acute Poliomyelitis
740,0450,Acute Bulbar Polio
741,04500,Ac Bulbar Polio-Type Nos
742,04501,Ac Bulbar Polio-Type 1
743,04502,Ac Bulbar Polio-Type 2
744,04503,Ac Bulbar Polio-Type 3
745,0451,Ac Paralytic Polio Nec
746,04510,Paral Polio Nec-Type Nos
747,04511,Paral Polio Nec-Type 1
748,04512,Paral Polio Nec-Type 2
749,04513,Paral Polio Nec-Type 3
750,0452,Acute Nonparalytic Polio
751,04520,Nonparaly Polio-Type Nos
752,04521,Nonparalyt Polio-Type 1
753,04522,Nonparalyt Polio-Type 2
754,04523,Nonparalyt Polio-Type 3
755,0459,Acute Poliomyelitis Nos
756,04590,Ac Polio Nos-Type Nos
757,04591,Ac Polio Nos-Type 1
758,04592,Ac Polio Nos-Type 2
759,04593,Ac Polio Nos-Type 3
760,046,Cns Slow Virus Infection
761,0460,Kuru
762,0461,Jakob-Creutzfeldt Dis
763,0462,Subac Scleros Panenceph
764,0463,Prog Multifoc Leukoencep
765,0468,Cns Slow Virus Infec Nec
766,0469,Cns Slow Virus Infec Nos
767,047,Enteroviral Meningitis
768,0470,Coxsackie Virus Mening
769,0471,Echo Virus Meningitis
770,0478,Viral Meningitis Nec
771,0479,Viral Meningitis Nos
772,048,Oth Enteroviral Cns Dis
773,049,Oth Nonarthropod Cns Vir
774,0490,Lymphocytic Choriomening
775,0491,Adenoviral Meningitis
776,0498,Viral Encephalitis Nec
777,0499,Viral Encephalitis Nos
778,050,Smallpox
779,0500,Variola Major
780,0501,Alastrim
781,0502,Modified Smallpox
782,0509,Smallpox Nos
783,051,Cowpox And Paravaccinia
784,0510,Cowpox
785,0511,Pseudocowpox
786,0512,Contagious Pustular Derm
787,0519,Paravaccinia Nos
788,052,Chickenpox
789,0520,Postvaricella Encephalit
790,0521,Varicella Pneumonitis
791,0527,Varicella Complicat Nec
792,0528,Varicella Complicat Nos
793,0529,Varicella Uncomplicated
794,053,Herpes Zoster
795,0530,Herpes Zoster Meningitis
796,0531,Oth H Zoster Nerv Syst
797,05310,H Zoster Nerv Syst Nos
798,05311,Geniculate Herpes Zoster
799,05312,Postherpes Trigem Neural
800,05313,Postherpes Polyneuropath
801,05319,H Zoster Nerv Syst Nec
802,0532,Herpes Zoster Of Eye
803,05320,Herpes Zoster Of Eyelid
804,05321,H Zoster Keratoconjunct
805,05322,H Zoster Iridocyclitis
806,05329,Herpes Zoster Of Eye Nec
807,0537,Oth Complicated H Zoster
808,05371,H Zoster Otitis Externa
809,05379,H Zoster Complicated Nec
810,0538,H Zoster Complicated Nos
811,0539,Herpes Zoster Nos
812,054,Herpes Simplex
813,0540,Eczema Herpeticum
814,0541,Genital Herpes
815,05410,Genital Herpes Nos
816,05411,Herpetic Vulvovaginitis
817,05412,Herpetic Ulcer Of Vulva
818,05413,Herpetic Infect Of Penis
819,05419,Genital Herpes Nec
820,0542,Herpetic Gingivostomat
821,0543,Herpetic Encephalitis
822,0544,Herpes Simplex Of Eye
823,05440,Herpes Simplex Eye Nos
824,05441,Herpes Simplex Of Eyelid
825,05442,Dendritic Keratitis
826,05443,H Simplex Keratitis
827,05444,H Simplex Iridocyclitis
828,05449,Herpes Simplex Eye Nec
829,0545,Herpetic Septicemia
830,0546,Herpetic Whitlow
831,0547,Oth Complicat H Simplex
832,05471,Visceral Herpes Simplex
833,05472,H Simplex Meningitis
834,05473,H Simplex Otitis Externa
835,05479,H Simplex Complicat Nec
836,0548,H Simplex Complicat Nos
837,0549,Herpes Simplex Nos
838,055,Measles
839,0550,Postmeasles Encephalitis
840,0551,Postmeasles Pneumonia
841,0552,Postmeasles Otitis Media
842,0557,Oth Measles Complication
843,05571,Measles Keratitis
844,05579,Measles Complication Nec
845,0558,Measles Complication Nos
846,0559,Measles Uncomplicated
847,056,Rubella
848,0560,Rubella W Nerve Compl
849,05600,Rubella Nerve Compl Nos
850,05601,Rubella Encephalitis
851,05609,Rubella Nerve Compl Nec
852,0567,Oth Rubella Complication
853,05671,Arthritis Due To Rubella
854,05679,Rubella Complication Nec
855,0568,Rubella Complication Nos
856,0569,Rubella Uncomplicated
857,057,Other Viral Exanthemata
858,0570,Erythema Infectiosum
859,0578,Viral Exanthemata Nec
860,0579,Viral Exanthemata Nos
861,060,Yellow Fever
862,0600,Sylvatic Yellow Fever
863,0601,Urban Yellow Fever
864,0609,Yellow Fever Nos
865,061,Dengue
866,062,Mosquit-Borne Vir Enceph
867,0620,Japanese Encephalitis
868,0621,West Equine Encephalitis
869,0622,East Equine Encephalitis
870,0623,St Louis Encephalitis
871,0624,Australian Encephalitis
872,0625,California Encephalitis
873,0628,Mosquit-Borne Enceph Nec
874,0629,Mosquit-Borne Enceph Nos
875,063,Tick-Borne Viral Enceph
876,0630,Russia Spr-Summer Enceph
877,0631,Louping Ill
878,0632,Cent Europe Encephalitis
879,0638,Tick-Borne Enceph Nec
880,0639,Tick-Borne Enceph Nos
881,064,Vir Enceph Arthropod Nec
882,065,Arthropod Hemorrhag Fev
883,0650,Crimean Hemorrhagic Fev
884,0651,Omsk Hemorrhagic Fever
885,0652,Kyasanur Forest Disease
886,0653,Tick-Borne Hem Fever Nec
887,0654,Mosquito-Borne Hem Fever
888,0658,Arthropod Hem Fever Nec
889,0659,Arthropod Hem Fever Nos
890,066,Other Arthropod Virus
891,0660,Phlebotomus Fever
892,0661,Tick-Borne Fever
893,0662,Venezuelan Equine Fever
894,0663,Mosquito-Borne Fever Nec
895,0668,Arthropod Virus Nec
896,0669,Arthropod Virus Nos
897,070,Viral Hepatitis
898,0700,Hepatitis A With Coma
899,0701,Hepatitis A W/O Coma
900,0702,Hepatitis B With Coma
901,07020,Hpt B Acte Coma Wo Dlta
902,07021,Hpt B Acte Coma W Dlta
903,07022,Hpt B Chrn Coma Wo Dlta
904,07023,Hpt B Chrn Coma W Dlta
905,0703,Hepatitis B W/O Coma
906,07030,Hpt B Acte Wo Cm Wo Dlta
907,07031,Hpt B Acte Wo Cm W Dlta
908,07032,Hpt B Chrn Wo Cm Wo Dlta
909,07033,Hpt B Chrn Wo Cm W Dlta
910,0704,Viral Hepat Nec W Coma
911,07041,Hpt C Acute W Hepat Coma
912,07042,Hpt Dlt Wo B W Hpt Coma
913,07043,Hpt E W Hepat Coma
914,07044,Chrnc Hpt C W Hepat Coma
915,07049,Oth Vrl Hepat W Hpt Coma
916,0705,Viral Hepat Nec W/O Coma
917,07051,Hpt C Acute Wo Hpat Coma
918,07052,Hpt Dlt Wo B Wo Hpt Coma
919,07053,Hpt E Wo Hepat Coma
920,07054,Chrnc Hpt C Wo Hpat Coma
921,07059,Oth Vrl Hpat Wo Hpt Coma
922,0706,Viral Hepat Nos W Coma
923,0709,Viral Hepat Nos W/O Coma
924,071,Rabies
925,072,Mumps
926,0720,Mumps Orchitis
927,0721,Mumps Meningitis
928,0722,Mumps Encephalitis
929,0723,Mumps Pancreatitis
930,0727,Oth Mumps Complications
931,07271,Mumps Hepatitis
932,07272,Mumps Polyneuropathy
933,07279,Mumps Complication Nec
934,0728,Mumps Complication Nos
935,0729,Mumps Uncomplicated
936,073,Ornithosis
937,0730,Ornithosis Pneumonia
938,0737,Ornithosis Complicat Nec
939,0738,Ornithosis Complicat Nos
940,0739,Ornithosis Nos
941,074,Coxsackie Viral Disease
942,0740,Herpangina
943,0741,Epidemic Pleurodynia
944,0742,Coxsackie Carditis
945,07420,Coxsackie Carditis Nos
946,07421,Coxsackie Pericarditis
947,07422,Coxsackie Endocarditis
948,07423,Coxsackie Myocarditis
949,0743,"Hand, Foot & Mouth Dis"
950,0748,Coxsackie Virus Nec
951,075,Infectious Mononucleosis
952,076,Trachoma
953,0760,"Trachoma, Initial Stage"
954,0761,"Trachoma, Active Stage"
955,0769,Trachoma Nos
956,077,Oth Viral Conjunctivitis
957,0770,Inclusion Conjunctivitis
958,0771,Epidem Keratoconjunctiv
959,0772,Pharyngoconjunct Fever
960,0773,Adenoviral Conjunct Nec
961,0774,Epidem Hem Conjunctivit
962,0778,Viral Conjunctivitis Nec
963,0779,Viral Conjunctivitis Nos
964,07798,Unsp Ds Conjuc Chlamydia
965,07799,Unsp Ds Conjuc Viruses
966,078,Other Viral Disease
967,0780,Molluscum Contagiosum
968,0781,Viral Warts
969,07810,Viral Warts Nos
970,07811,Condyloma Acuminatum
971,07819,Oth Specfd Viral Warts
972,0782,Sweating Fever
973,0783,Cat-Scratch Disease
974,0784,Foot & Mouth Disease
975,0785,Cytomegaloviral Disease
976,0786,Hem Nephrosonephritis
977,0787,Arenaviral Hem Fever
978,0788,Viral Disease Nec
979,07881,Epidemic Vertigo
980,07882,Epidemic Vomiting Synd
981,07888,Oth Spec Dis Chlamydiae
982,07889,Oth Spec Dis Viruses
983,079,Viral Inf In Oth Dis/Nos
984,0790,Adenovirus Infect Nos
985,0791,Echo Virus Infect Nos
986,0792,Coxsackie Virus Inf Nos
987,0793,Rhinovirus Infect Nos
988,0794,Human Papillomavirus
989,0795,Retrovirus
990,07950,"Retrovirus, Unspecified"
991,07951,Htlv-1 Infection Oth Dis
992,07952,Htlv-Ii Infectn Oth Dis
993,07953,Hiv-2 Infection Oth Dis
994,07959,Oth Specfied Retrovirus
995,0796,Resprtry Syncytial Virus
996,0798,Oth Spcf Vrl Chlamd Infc
997,07981,Hantavirus Infection
998,07988,Oth Spcf Chlamydial Infc
999,07989,Oth Specf Viral Infectn
1000,0799,Unspcf Vrl Chlamydl Infc
1001,07998,Chlamydial Infection Nos
1002,07999,Viral Infection Nos
1003,080,Louse-Borne Typhus
1004,081,Other Typhus
1005,0810,Murine Typhus
1006,0811,Brill'S Disease
1007,0812,Scrub Typhus
1008,0819,Typhus Nos
1009,082,Tick-Borne Rickettsioses
1010,0820,Spotted Fevers
1011,0821,Boutonneuse Fever
1012,0822,North Asian Tick Fever
1013,0823,Queensland Tick Typhus
1014,0824,Ehrlichiosis
1015,08240,Ehrlichiosis Nos
1016,08241,Ehrlichiosis Chafeensis
1017,08249,Ehrlichiosis Nec
1018,0828,Tick-Borne Ricketts Nec
1019,0829,Tick-Borne Ricketts Nos
1020,083,Other Rickettsioses
1021,0830,Q Fever
1022,0831,Trench Fever
1023,0832,Rickettsialpox
1024,0838,Rickettsioses Nec
1025,0839,Rickettsiosis Nos
1026,084,Malaria
1027,0840,Falciparum Malaria
1028,0841,Vivax Malaria
1029,0842,Quartan Malaria
1030,0843,Ovale Malaria
1031,0844,Malaria Nec
1032,0845,Mixed Malaria
1033,0846,Malaria Nos
1034,0847,Induced Malaria
1035,0848,Blackwater Fever
1036,0849,Malaria Complicated Nec
1037,085,Leishmaniasis
1038,0850,Visceral Leishmaniasis
1039,0851,Cutan Leishmanias Urban
1040,0852,Cutan Leishmanias Asian
1041,0853,Cutan Leishmanias Ethiop
1042,0854,Cutan Leishmanias Amer
1043,0855,Mucocutan Leishmaniasis
1044,0859,Leishmaniasis Nos
1045,086,Trypanosomiasis
1046,0860,Chagas Disease Of Heart
1047,0861,Chagas Dis Of Oth Organ
1048,0862,Chagas Disease Nos
1049,0863,Gambian Trypanosomiasis
1050,0864,Rhodesian Trypanosomias
1051,0865,African Trypanosoma Nos
1052,0869,Trypanosomiasis Nos
1053,087,Relapsing Fever
1054,0870,Louse-Borne Relaps Fever
1055,0871,Tick-Borne Relaps Fever
1056,0879,Relapsing Fever Nos
1057,088,Oth Arthropod-Borne Dis
1058,0880,Bartonellosis
1059,0888,Arthropod-Borne Dis Nec
1060,08881,Lyme Disease
1061,08882,Babesiosis
1062,08889,Oth Arthropod-Borne Dis
1063,0889,Arthropod-Borne Dis Nos
1064,090,Congenital Syphilis
1065,0900,Early Cong Syph Symptom
1066,0901,Early Congen Syph Latent
1067,0902,Early Congen Syph Nos
1068,0903,Syphilitic Keratitis
1069,0904,Juvenile Neurosyphilis
1070,09040,Juvenile Neurosyph Nos
1071,09041,Congen Syph Encephalitis
1072,09042,Congen Syph Meningitis
1073,09049,Juvenile Neurosyph Nec
1074,0905,Late Congen Syph Symptom
1075,0906,Late Congen Syph Latent
1076,0907,Late Congen Syph Nos
1077,0909,Congenital Syphilis Nos
1078,091,Early Symptomatic Syphil
1079,0910,Primary Genital Syphilis
1080,0911,Primary Anal Syphilis
1081,0912,Primary Syphilis Nec
1082,0913,Secondary Syph Skin
1083,0914,Syphilitic Adenopathy
1084,0915,Syphilitic Uveitis
1085,09150,Syphilitic Uveitis Nos
1086,09151,Syphilit Chorioretinitis
1087,09152,Syphilitic Iridocyclitis
1088,0916,Second Syph Viscera/Bone
1089,09161,Syphilitic Periostitis
1090,09162,Syphilitic Hepatitis
1091,09169,Second Syph Viscera Nec
1092,0917,Second Syphilis Relapse
1093,0918,Oth Secondary Syphilis
1094,09181,Acute Syphil Meningitis
1095,09182,Syphilitic Alopecia
1096,09189,Secondary Syphilis Nec
1097,0919,Secondary Syphilis Nos
1098,092,Early Syphilis Latent
1099,0920,Early Syph Latent Relaps
1100,0929,Early Syphil Latent Nos
1101,093,Cardiovascular Syphilis
1102,0930,"Aortic Aneurysm, Syphil"
1103,0931,Syphilitic Aortitis
1104,0932,Syphilitic Endocarditis
1105,09320,Syphil Endocarditis Nos
1106,09321,Syphilitic Mitral Valve
1107,09322,Syphilitic Aortic Valve
1108,09323,Syphil Tricuspid Valve
1109,09324,Syphil Pulmonary Valve
1110,0938,Cardiovascular Syph Nec
1111,09381,Syphilitic Pericarditis
1112,09382,Syphilitic Myocarditis
1113,09389,Cardiovascular Syph Nec
1114,0939,Cardiovascular Syph Nos
1115,094,Neurosyphilis
1116,0940,Tabes Dorsalis
1117,0941,General Paresis
1118,0942,Syphilitic Meningitis
1119,0943,Asymptomat Neurosyphilis
1120,0948,Other Neurosyphilis
1121,09481,Syphilitic Encephalitis
1122,09482,Syphilitic Parkinsonism
1123,09483,Syph Dissem Retinitis
1124,09484,Syphilitic Optic Atrophy
1125,09485,Syph Retrobulb Neuritis
1126,09486,Syphil Acoustic Neuritis
1127,09487,Syph Rupt Cereb Aneurysm
1128,09489,Neurosyphilis Nec
1129,0949,Neurosyphilis Nos
1130,095,Oth Late Sympt Syphilis
1131,0950,Syphilitic Episcleritis
1132,0951,Syphilis Of Lung
1133,0952,Syphilitic Peritonitis
1134,0953,Syphilis Of Liver
1135,0954,Syphilis Of Kidney
1136,0955,Syphilis Of Bone
1137,0956,Syphilis Of Muscle
1138,0957,Syphilis Of Tendon/Bursa
1139,0958,Late Sympt Syphilis Nec
1140,0959,Late Sympt Syphilis Nos
1141,096,Late Syphilis Latent
1142,097,Oth & Unspec Syphilis
1143,0970,Late Syphilis Nos
1144,0971,Latent Syphilis Nos
1145,0979,Syphilis Nos
1146,098,Gonococcal Infections
1147,0980,Acute Gc Infect Lower Gu
1148,0981,Acute Gc Infect Upper Gu
1149,09810,Gc (Acute) Upper Gu Nos
1150,09811,Gc Cystitis (Acute)
1151,09812,Gc Prostatitis (Acute)
1152,09813,Gc Orchitis (Acute)
1153,09814,Gc Sem Vesiculit (Acute)
1154,09815,Gc Cervicitis (Acute)
1155,09816,Gc Endometritis (Acute)
1156,09817,Acute Gc Salpingitis
1157,09819,Gc (Acute) Upper Gu Nec
1158,0982,Chr Gc Infect Lower Gu
1159,0983,Chr Gc Infect Upper Gu
1160,09830,Chr Gc Upper Gu Nos
1161,09831,"Gc Cystitis, Chronic"
1162,09832,"Gc Prostatitis, Chronic"
1163,09833,"Gc Orchitis, Chronic"
1164,09834,"Gc Sem Vesiculitis, Chr"
1165,09835,"Gc Cervicitis, Chronic"
1166,09836,"Gc Endometritis, Chronic"
1167,09837,Gc Salpingitis (Chronic)
1168,09839,Chr Gc Upper Gu Nec
1169,0984,Gonococcal Infection Eye
1170,09840,Gonococcal Conjunctivit
1171,09841,Gonococcal Iridocyclitis
1172,09842,Gonococcal Endophthalmia
1173,09843,Gonococcal Keratitis
1174,09849,Gonococcal Eye Nec
1175,0985,Gonococcal Infect Joint
1176,09850,Gonococcal Arthritis
1177,09851,Gonococcal Synovitis
1178,09852,Gonococcal Bursitis
1179,09853,Gonococcal Spondylitis
1180,09859,Gc Infect Joint Nec
1181,0986,Gonococcal Infec Pharynx
1182,0987,Gc Infect Anus & Rectum
1183,0988,Gonococcal Inf Oth Sites
1184,09881,Gonococcal Keratosis
1185,09882,Gonococcal Meningitis
1186,09883,Gonococcal Pericarditis
1187,09884,Gonococcal Endocarditis
1188,09885,Gonococcal Heart Dis Nec
1189,09886,Gonococcal Peritonitis
1190,09889,Gonococcal Inf Site Nec
1191,099,Other Venereal Disease
1192,0990,Chancroid
1193,0991,Lymphogranuloma Venereum
1194,0992,Granuloma Inguinale
1195,0993,Reiter'S Disease
1196,0994,Nongonococc Urethrit Nec
1197,09940,Unspcf Nongnccl Urethrts
1198,09941,Chlmyd Trachomatis Ureth
1199,09949,Nongc Urth Oth Spf Orgsm
1200,09950,Oth Vd Chlm Trch Unsp St
1201,09951,Oth Vd Chlm Trch Pharynx
1202,09952,Oth Vd Chlm Trch Ans Rct
1203,09953,Oth Vd Chlm Trch Lowr Gu
1204,09954,Oth Vd Chlm Trch Oth Gu
1205,09955,Ot Vd Chlm Trch Unspf Gu
1206,09956,Ot Vd Chlm Trch Prtoneum
1207,09959,Oth Vd Chlm Trch Spcf St
1208,0998,Venereal Disease Nec
1209,0999,Venereal Disease Nos
1210,100,Leptospirosis
1211,1000,Leptospiros Icterohem
1212,1008,Oth Leptospiral Infect
1213,10081,Leptospiral Meningitis
1214,10089,Leptospiral Infect Nec
1215,1009,Leptospirosis Nos
1216,101,Vincent'S Angina
1217,102,Yaws
1218,1020,Initial Lesions Yaws
1219,1021,Multiple Papillomata
1220,1022,Early Skin Yaws Nec
1221,1023,Hyperkeratosis Of Yaws
1222,1024,"Gummata And Ulcers, Yaws"
1223,1025,Gangosa
1224,1026,Yaws Of Bone & Joint
1225,1027,Yaws Manifestations Nec
1226,1028,Latent Yaws
1227,1029,Yaws Nos
1228,103,Pinta
1229,1030,Pinta Primary Lesions
1230,1031,Pinta Intermed Lesions
1231,1032,Pinta Late Lesions
1232,1033,Pinta Mixed Lesions
1233,1039,Pinta Nos
1234,104,Other Spirochetal Infect
1235,1040,Nonvenereal Endemic Syph
1236,1048,Spirochetal Infect Nec
1237,1049,Spirochetal Infect Nos
1238,110,Dermatophytosis
1239,1100,Dermatophyt Scalp/Beard
1240,1101,Dermatophytosis Of Nail
1241,1102,Dermatophytosis Of Hand
1242,1103,Dermatophytosis Of Groin
1243,1104,Dermatophytosis Of Foot
1244,1105,Dermatophytosis Of Body
1245,1106,Deep Dermatophytosis
1246,1108,Dermatophytosis Site Nec
1247,1109,Dermatophytosis Site Nos
1248,111,Dermatomycosis Nec/Nos
1249,1110,Pityriasis Versicolor
1250,1111,Tinea Nigra
1251,1112,Tinea Blanca
1252,1113,Black Piedra
1253,1118,Dermatomycoses Nec
1254,1119,Dermatomycosis Nos
1255,112,Candidiasis
1256,1120,Thrush
1257,1121,Candidal Vulvovaginitis
1258,1122,Candidias Urogenital Nec
1259,1123,Cutaneous Candidiasis
1260,1124,Candidiasis Of Lung
1261,1125,Disseminated Candidiasis
1262,1128,Candidiasis Other Sites
1263,11281,Candidal Endocarditis
1264,11282,Candidal Otitis Externa
1265,11283,Candidal Meningitis
1266,11284,Candidal Esophagitis
1267,11285,Candidal Enteritis
1268,11289,Candidiasis Site Nec
1269,1129,Candidiasis Site Nos
1270,114,Coccidioidomycosis
1271,1140,Primary Coccidioidomycos
1272,1141,Prim Cutan Coccidioid
1273,1142,Coccidioidal Meningitis
1274,1143,Progress Coccidioid Nec
1275,1144,Ch Pl Coccidioidomycosis
1276,1145,Pl Cocidioidomycosis Nos
1277,1149,Coccidioidomycosis Nos
1278,115,Histoplasmosis
1279,1150,Histoplasma Capsulatum
1280,11500,Histoplasma Capsulat Nos
1281,11501,Histoplasm Capsul Mening
1282,11502,Histoplasm Capsul Retina
1283,11503,Histoplasm Caps Pericard
1284,11504,Histoplasm Caps Endocard
1285,11505,Histoplasm Caps Pneumon
1286,11509,Histoplasma Capsulat Nec
1287,1151,Histoplasma Duboisii
1288,11510,Histoplasma Duboisii Nos
1289,11511,Histoplasm Dubois Mening
1290,11512,Histoplasm Dubois Retina
1291,11513,Histoplasm Dub Pericard
1292,11514,Histoplasm Dub Endocard
1293,11515,Histoplasm Dub Pneumonia
1294,11519,Histoplasma Duboisii Nec
1295,1159,"Histoplasmosis, Unspec"
1296,11590,Histoplasmosis Nos
1297,11591,Histoplasmosis Meningit
1298,11592,Histoplasmosis Retinitis
1299,11593,Histoplasmosis Pericard
1300,11594,Histoplasmosis Endocard
1301,11595,Histoplasmosis Pneumonia
1302,11599,Histoplasmosis Nec
1303,116,Blastomycotic Infection
1304,1160,Blastomycosis
1305,1161,Paracoccidioidomycosis
1306,1162,Lobomycosis
1307,117,Other Mycoses
1308,1170,Rhinosporidiosis
1309,1171,Sporotrichosis
1310,1172,Chromoblastomycosis
1311,1173,Aspergillosis
1312,1174,Mycotic Mycetomas
1313,1175,Cryptococcosis
1314,1176,Allescheriosis
1315,1177,Zygomycosis
1316,1178,Dematiacious Fungi Inf
1317,1179,Mycoses Nec & Nos
1318,118,Opportunistic Mycoses
1319,120,Schistosomiasis
1320,1200,Schistosoma Haematobium
1321,1201,Schistosoma Mansoni
1322,1202,Schistosoma Japonicum
1323,1203,Cutaneous Schistosoma
1324,1208,Schistosomiasis Nec
1325,1209,Schistosomiasis Nos
1326,121,Oth Trematode Infection
1327,1210,Opisthorchiasis
1328,1211,Clonorchiasis
1329,1212,Paragonimiasis
1330,1213,Fascioliasis
1331,1214,Fasciolopsiasis
1332,1215,Metagonimiasis
1333,1216,Heterophyiasis
1334,1218,Trematode Infection Nec
1335,1219,Trematode Infection Nos
1336,122,Echinococcosis
1337,1220,Echinococc Granul Liver
1338,1221,Echinococc Granul Lung
1339,1222,Echinococc Gran Thyroid
1340,1223,Echinococc Granul Nec
1341,1224,Echinococc Granul Nos
1342,1225,Echinococ Multiloc Liver
1343,1226,Echinococc Multiloc Nec
1344,1227,Echinococc Multiloc Nos
1345,1228,Echinococcosis Nos Liver
1346,1229,Echinococcosis Nec/Nos
1347,123,Other Cestode Infection
1348,1230,Taenia Solium Intestine
1349,1231,Cysticercosis
1350,1232,Taenia Saginata Infect
1351,1233,Taeniasis Nos
1352,1234,Diphyllobothrias Intest
1353,1235,Sparganosis
1354,1236,Hymenolepiasis
1355,1238,Cestode Infection Nec
1356,1239,Cestode Infection Nos
1357,124,Trichinosis
1358,125,Filarial Infection
1359,1250,Bancroftian Filariasis
1360,1251,Malayan Filariasis
1361,1252,Loiasis
1362,1253,Onchocerciasis
1363,1254,Dipetalonemiasis
1364,1255,Mansonella Ozzardi Infec
1365,1256,Filariasis Nec
1366,1257,Dracontiasis
1367,1259,Filariasis Nos
1368,126,Ancylostomiasis
1369,1260,Ancylostoma Duodenale
1370,1261,Necator Americanus
1371,1262,Ancylostoma Braziliense
1372,1263,Ancylostoma Ceylanicum
1373,1268,Ancylostoma Nec
1374,1269,Ancylostomiasis Nos
1375,127,Oth Intest Helminthiases
1376,1270,Ascariasis
1377,1271,Anisakiasis
1378,1272,Strongyloidiasis
1379,1273,Trichuriasis
1380,1274,Enterobiasis
1381,1275,Capillariasis
1382,1276,Trichostrongyliasis
1383,1277,Intest Helminthiasis Nec
1384,1278,Mixed Intestine Helminth
1385,1279,Intest Helminthiasis Nos
1386,128,Helminthiases Nec & Nos
1387,1280,Toxocariasis
1388,1281,Gnathostomiasis
1389,1288,Helminthiasis Nec
1390,1289,Helminthiasis Nos
1391,129,Intestin Parasitism Nos
1392,130,Toxoplasmosis
1393,1300,Toxoplasm Meningoenceph
1394,1301,Toxoplasm Conjunctivitis
1395,1302,Toxoplasm Chorioretinit
1396,1303,Toxoplasma Myocarditis
1397,1304,Toxoplasma Pneumonitis
1398,1305,Toxoplasma Hepatitis
1399,1307,Toxoplasmosis Site Nec
